Aktualisiert;E-Mail Kontakt;Geographische Abdeckung;Geographische Granularität;Kategorie;Kommentare;Lizenz;Veröffentlichende Stelle;Veröffentlicht;Website;Zeitliche Granularität;Zeitperiode;_collection_date;_title;_type;_url;tags;
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:34;Arbeitslosenzahlen Berlin;dataset;http://daten.berlin.de/datensaetze/arbeitslosenzahlen-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1996 bis 31.12.2012;2014-10-24 12:45:34;Anzahl Gewerbeneuerrichtungen, Stilllegungen und Saldo Berlin;dataset;http://daten.berlin.de/datensaetze/anzahl-gewerbeneuerrichtungen-stilllegungen-und-saldo-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:37;Bruttoinlandsprodukt Berlin;dataset;http://daten.berlin.de/datensaetze/bruttoinlandsprodukt-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.2008 bis 31.12.2012;2014-10-24 12:45:37;Nominale Bruttowertschöpfung je Erwerbstätigen und je Erwerbstätigenstunde in Berlin;dataset;http://daten.berlin.de/datensaetze/nominale-bruttowertsch%C3%B6pfung-je-erwerbst%C3%A4tigen-und-je-erwerbst%C3%A4tigenstunde-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];1;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:37;Anzahl Industriebeschäftigter in Berlin;dataset;http://daten.berlin.de/datensaetze/anzahl-industriebesch%C3%A4ftigter-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.2008 bis 31.12.2012;2014-10-24 12:45:37;Nominale und reale Bruttowertschöpfung;dataset;http://daten.berlin.de/datensaetze/nominale-und-reale-bruttowertsch%C3%B6pfung;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:37;Anzahl Selbstständiger in Berlin;dataset;http://daten.berlin.de/datensaetze/anzahl-selbstst%C3%A4ndiger-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Demographie'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2011;2014-10-24 12:45:38;Bevölkerungszahlen Berlin;dataset;http://daten.berlin.de/datensaetze/bev%C3%B6lkerungszahlen-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:38;Anzahl Erwerbstätiger in Berlin;dataset;http://daten.berlin.de/datensaetze/anzahl-erwerbst%C3%A4tiger-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:38;Exportzahlen Berlin;dataset;http://daten.berlin.de/datensaetze/exportzahlen-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Arbeitsmarkt'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2011;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.1995 bis 31.12.2012;2014-10-24 12:45:38;Anzahl arbeitsloser Frauen und Männer in Berlin;dataset;http://daten.berlin.de/datensaetze/anzahl-arbeitsloser-frauen-und-m%C3%A4nner-berlin;[];
30.04.2013;Edelgard.Hesse AT senwtf.berlin.de;Berlin;Berlin;['Wirtschaft'];0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;01.07.2008;http://www.berlin.de/sen/wirtschaft/daten/berichte.html;Jahr;vom 01.01.2009 bis 31.12.2012;2014-10-24 12:45:38;Umsätze im verarbeitenden Gewerbe in Berlin;dataset;http://daten.berlin.de/datensaetze/ums%C3%A4tze-im-verarbeitenden-gewerbe-berlin;[];
25.04.2013;onlineredaktion AT senfin.berlin.de;Berlin;Berlin;['Öffentliche Verwaltung, Haushalt und Steuern'];0;Creative Commons Namensnennung;Senatsverwaltung für Finanzen;19.04.2013;http://www.berlin.de/sen/finanzen/haushalt/downloads/artikel.6328.php#1;Keine;;2014-10-24 12:45:38;Berliner Doppelhaushalt 2012/2013;dataset;http://daten.berlin.de/datensaetze/berliner-doppelhaushalt-20122013;[];
24.04.2013;onlineredaktion AT senfin.berlin.de;Berlin;Berlin;['Öffentliche Verwaltung, Haushalt und Steuern'];0;Creative Commons Namensnennung;Senatsverwaltung für Finanzen;12.09.2012;http://www.berlin.de/sen/finanzen/haushalt/download/index.html;Keine;;2014-10-24 12:45:38;Haushaltsplan Berlin 2013 (inklusive Nachtrag);dataset;http://daten.berlin.de/datensaetze/haushaltsplan-berlin-2013-inklusive-nachtrag;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannuungsebene.htm?WT.ac=search_success;Minute;;2014-10-24 12:45:38;Summe Einspeisung Niederspannung 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-niederspannung-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannuungsebene.htm;Minute;;2014-10-24 12:45:38;Summe Einspeisung Hochspannung 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-hochspannung-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannuungsebene.htm?WT.ac=search_success;Minute;;2014-10-24 12:45:38;Summe Einspeisung Mittelspannung 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-mittelspannung-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/jahreshoechstlast-der-netzlast.htm;Minute;;2014-10-24 12:45:39;Jahreshöchstlast der Netzlast 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/jahresh%C3%B6chstlast-der-netzlast-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/summenlast-fahrplanprognosen.htm;Minute;;2014-10-24 12:45:39;Summenlast Fahrplanprognosen der SLP-Kunden 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-fahrplanprognosen-der-slp-kunden-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/summenlast-nicht-leistungsgemessene-kunden.htm;Minute;;2014-10-24 12:45:39;Summenlast nicht leistungsgemessene Kunden 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-nicht-leistungsgemessene-kunden-2012-berlin;[];
29.03.2013;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.03.2013;http://www.stromnetz-berlin.de/de/differenzbilanzierung-berlin.htm;Minute;;2014-10-24 12:45:39;Differenzbilanzierung 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/differenzbilanzierung-2012-berlin;[];
13.03.2013;anke.albrecht AT ba-fk.berlin.de;Berlin;Berlin;['Öffentliche Verwaltung, Haushalt und Steuern'];0;Creative Commons Namensnennung;Bezirksamt Friedrichshain-Kreuzberg, Finanzservice;30.01.2013;http://www.berlin.de/ba-friedrichshain-kreuzberg/verwaltung/org/finanzservice/se_finanzen.html;Keine;vom 01.01.2012 bis 31.12.2013;2014-10-24 12:45:39;Bezirkshaushaltsplan Friedrichshain-Kreuzberg 2012/2013 fortgeschrieben mit Ergänzungsplan 2013;dataset;http://daten.berlin.de/datensaetze/bezirkshaushaltsplan-friedrichshain-kreuzberg-20122013-fortgeschrieben-mit;[];
18.12.2012;onlineredaktion AT senfin.berlin.de;Berlin;Berlin;['Öffentliche Verwaltung, Haushalt und Steuern'];0;Creative Commons Namensnennung;Senatsverwaltung für Finanzen;12.09.2012;http://www.berlin.de/sen/finanzen/haushalt/download/index.html;Keine;;2014-10-24 12:45:39;Haushaltsplan Berlin 2012 (inklusive Nachtrag);dataset;http://daten.berlin.de/datensaetze/haushaltsplan-berlin-2012-inklusive-nachtrag;[];
11.12.2012;wolfgang.both AT senwtf.berlin.de;Berlin;Berlin;;0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;11.12.2012;;Keine;;2014-10-24 12:45:39;Liste der Diplomaten-Kennzeichen in D;dataset;http://daten.berlin.de/datensaetze/liste-der-diplomaten-kennzeichen-d;[];
11.12.2012;wolfgang.both AT senwtf.berlin.de;Berlin;Berlin;;0;Creative Commons Namensnennung;Senatsverwaltung für Wirtschaft, Technologie und Forschung;11.12.2012;;Keine;;2014-10-24 12:45:39;Kfz-Kennzeichen Deutschland;dataset;http://daten.berlin.de/datensaetze/kfz-kennzeichen-deutschland;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnzv.htm;Minute;;2014-10-24 12:45:39;Historie ab 2008 - Jahreshöchstlast der Netzlast (Berlin);dataset;http://daten.berlin.de/datensaetze/historie-ab-2008-jahresh%C3%B6chstlast-der-netzlast-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnev.htm;Jahr;;2014-10-24 12:45:39;Netzgebietsdaten;dataset;http://daten.berlin.de/datensaetze/netzgebietsdaten;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/archiv-preisblaetter.htm;Jahr;;2014-10-24 12:45:40;Hochlastzeiten Berlin;dataset;http://daten.berlin.de/datensaetze/hochlastzeiten-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnzv.htm;Minute;;2014-10-24 12:45:40;Historie ab 2008 - Summenlast Fahrplanprognosen der SLP-Kunden (Berlin);dataset;http://daten.berlin.de/datensaetze/historie-ab-2008-summenlast-fahrplanprognosen-der-slp-kunden-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/archiv-preisblaetter.htm;Jahr;;2014-10-24 12:45:40;Preisblatt Netznutzung Berlin;dataset;http://daten.berlin.de/datensaetze/preisblatt-netznutzung-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnzv.htm;Minute;;2014-10-24 12:45:40;Historie ab 2008 - Summe Einspeisung Hochspannung (Berlin);dataset;http://daten.berlin.de/datensaetze/historie-ab-2008-summe-einspeisung-hochspannung-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnzv.htm;Minute;;2014-10-24 12:45:40;Historie ab 2008 - Summe Einspeisung Niederspannung (Berlin);dataset;http://daten.berlin.de/datensaetze/historie-ab-2008-summe-einspeisung-niederspannung-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/archiv-preisblaetter.htm;Monat;;2014-10-24 12:45:40;Preisblatt Mehr- /Mindermengen Berlin;dataset;http://daten.berlin.de/datensaetze/preisblatt-mehr-mindermengen-berlin;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnev.htm;Jahr;;2014-10-24 12:45:40;Netzstrukturdaten;dataset;http://daten.berlin.de/datensaetze/netzstrukturdaten;[];
28.11.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.11.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-nach-stromnzv.htm;Minute;;2014-10-24 12:45:40;Historie ab 2008 - Summenlast nicht leistungsgemessene Kunden (Berlin);dataset;http://daten.berlin.de/datensaetze/historie-ab-2008-summenlast-nicht-leistungsgemessene-kunden-berlin;[];
28.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.09.2012;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannu.htm;Minute;;2014-10-24 12:45:40;Summe Einspeisung Niederspannung 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-niederspannung-2011-berlin;[];
28.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.09.2012;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannu.htm;Minute;;2014-10-24 12:45:41;Summe Einspeisung Hochspannung 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-hochspannung-2011-berlin;[];
28.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.09.2012;http://www.stromnetz-berlin.de/de/summe-einspeisungen-je-spannu.htm;Minute;;2014-10-24 12:45:41;Summe Einspeisung Mittelspannung 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summe-einspeisung-mittelspannung-2011-berlin;[];
28.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;28.09.2012;http://www.stromnetz-berlin.de/de/differenzbilanzierung.htm;Minute;;2014-10-24 12:45:41;Differenzbilanzierung 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/differenzbilanzierung-2011-berlin;[];
26.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;26.09.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:41;Los_4_2014 (Berlin);dataset;http://daten.berlin.de/datensaetze/los42014-berlin;[];
26.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;26.09.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:41;Los_3_2014 (Berlin);dataset;http://daten.berlin.de/datensaetze/los32014-berlin;[];
25.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.09.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:41;TLP Speicherheizung 2013 Berlin;dataset;http://daten.berlin.de/datensaetze/tlp-speicherheizung-2013-berlin;[];
25.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.09.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:41;Standardlastprofil Gewerbekunden 2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/standardlastprofil-gewerbekunden-2013-berlin;[];
25.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.09.2012;http://www.stromnetz-berlin.de/de/zugang-einspeiser.htm;Minute;;2014-10-24 12:45:42;Standardeinspeisprofil BHKW 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/standardeinspeisprofil-bhkw-2012-berlin;[];
25.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.09.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:42;Standardlastprofil Haushaltskunden 2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/standardlastprofil-haushaltskunden-2013-berlin;[];
25.09.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.09.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:42;TLP Wärmepumpe 2013 Berlin;dataset;http://daten.berlin.de/datensaetze/tlp-w%C3%A4rmepumpe-2013-berlin;[];
12.09.2012;onlineredaktion AT senfin.berlin.de;Berlin;Berlin;;0;Creative Commons Namensnennung;Senatsverwaltung für Finanzen;12.09.2012;http://www.berlin.de/sen/finanzen/haushalt/download/index.html;Keine;;2014-10-24 12:45:42;Haushaltsplan Berlin 2008;dataset;http://daten.berlin.de/datensaetze/haushaltsplan-berlin-2008;[];
12.09.2012;onlineredaktion AT senfin.berlin.de;Berlin;Berlin;['Öffentliche Verwaltung, Haushalt und Steuern'];0;Creative Commons Namensnennung;Senatsverwaltung für Finanzen;12.09.2012;http://www.berlin.de/sen/finanzen/haushalt/download/index.html;Keine;;2014-10-24 12:45:42;Haushaltsplan Berlin 2009;dataset;http://daten.berlin.de/datensaetze/haushaltsplan-berlin-2009;[];
23.07.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;23.07.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:42;Los_1_2014 (Berlin);dataset;http://daten.berlin.de/datensaetze/los12014-berlin;[];
23.07.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;23.07.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:42;Los_2_2014 (Berlin);dataset;http://daten.berlin.de/datensaetze/los22014-berlin;[];
16.07.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;16.07.2012;http://www.stromnetz-berlin.de/de/aufgaben.htm;Jahr;;2014-10-24 12:45:42;Jahresabschluss 2011;dataset;http://daten.berlin.de/datensaetze/jahresabschluss-2011;[];
03.07.2012;anke.albrecht AT ba-fk.verwalt-berlin.de;Berlin;Berlin;;0;Creative Commons Namensnennung;Bezirksamt Friedrichshain-Kreuzberg, Finanzservice;02.07.2012;http://www.berlin.de/ba-friedrichshain-kreuzberg/verwaltung/org/finanzservice/se_finanzen.html;Keine;vom 01.01.2012 bis 31.12.2013;2014-10-24 12:45:42;Bezirkshaushaltsplan Friedrichshain-Kreuzberg 2012/2013;dataset;http://daten.berlin.de/datensaetze/bezirkshaushaltsplan-friedrichshain-kreuzberg-20122013;[];
04.06.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;04.06.2012;http://www.stromnetz-berlin.de/de/veroeffentlichung-ausschreibungsergebnisse.htm;Minute;;2014-10-24 12:45:42;Summenlast der Netzverluste 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-der-netzverluste-2011-berlin;[];
04.06.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;04.06.2012;http://www.stromnetz-berlin.de/de/jahreshoechstlast-der-netzlast.htm;Minute;;2014-10-24 12:45:42;Jahreshöchstlast der Netzlast 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/jahresh%C3%B6chstlast-der-netzlast-2011-berlin;[];
04.06.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;04.06.2012;http://www.stromnetz-berlin.de/de/summenlast-nicht-leistungsgem.htm;Minute;;2014-10-24 12:45:43;Summenlast nicht leistungsgemessene Kunden 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-nicht-leistungsgemessene-kunden-2011-berlin;[];
04.06.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;04.06.2012;http://www.stromnetz-berlin.de/de/summenlast-fahrplanprognosen-.htm;Minute;;2014-10-24 12:45:43;Summenlast Fahrplanprognosen der SLP-Kunden 2011 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-fahrplanprognosen-der-slp-kunden-2011-berlin;[];
29.05.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.05.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:43;Los_12_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los122013-berlin;[];
29.05.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;29.05.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:43;Los_11_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los112013-berlin;[];
27.03.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;27.03.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:43;Los_10_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los102013-berlin;[];
27.03.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;27.03.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:43;Los_9_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los92013-berlin;[];
24.02.2012;Stefan.Eisermann AT BSR.de;Berlin;Block;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Berliner Stadtreinigung (BSR);24.02.2012;http://www.bsr.de/9410.html;Jahr;;2014-10-24 12:45:43;Straßenreinigung - Verzeichnisse und Reinigungsklassen;dataset;http://daten.berlin.de/datensaetze/stra%C3%9Fenreinigung-verzeichnisse-und-reinigungsklassen;[];
13.02.2012;Markus.Breithaupt AT senstadt.berlin.de;Berlin;Planungsraum;['Geographie und Stadtplanung'];0;Creative Commons Namensnennung;Senatsverwaltung für Stadtentwicklung und Umwelt;05.12.2011;http://www.stadtentwicklung.berlin.de/planen/basisdaten_stadtentwicklung/lor/de/kontakt.shtml;Keine;;2014-10-24 12:45:43;Lebensweltlich orientierte Räume (LOR) in Berlin;dataset;http://daten.berlin.de/datensaetze/lebensweltlich-orientierte-r%C3%A4ume-lor-berlin;[];
30.01.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;30.01.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:43;Los_7_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los72013-berlin;[];
30.01.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;30.01.2012;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:44;Los_8_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los82013-berlin;[];
25.01.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.01.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:44;Standardlastprofil Wärmepumpe 2012 Berlin;dataset;http://daten.berlin.de/datensaetze/standardlastprofil-w%C3%A4rmepumpe-2012-berlin;[];
25.01.2012;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;25.01.2012;http://www.stromnetz-berlin.de/de/stromversorger.htm;Minute;;2014-10-24 12:45:44;Standardlastprofil Haushaltskunden 2012 (Berlin);dataset;http://daten.berlin.de/datensaetze/standardlastprofil-haushaltskunden-2012-berlin;[];
13.12.2011;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;13.12.2011;http://www.stromnetz-berlin.de/de/veroeffentlichung-ausschreibungsergebnisse.htm;Minute;;2014-10-24 12:45:44;Summenlast der Netzverluste 2010 (Berlin);dataset;http://daten.berlin.de/datensaetze/summenlast-der-netzverluste-2010-berlin;[];
14.11.2011;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;14.11.2011;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:44;Los_6_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los62013-berlin;[];
14.11.2011;;Berlin;;['Ver- und Entsorgung'];0;Creative Commons Namensnennung;Stromnetz Berlin GmbH;14.11.2011;http://www.stromnetz-berlin.de/de/ausschreibung-netzverlustenergie.htm;Stunde;;2014-10-24 12:45:44;Los_5_2013 (Berlin);dataset;http://daten.berlin.de/datensaetze/los52013-berlin;[];
